Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
88315,-0.452444522,1.410105545,-0.314955213,0.779673889,1.106174885,-0.351806708,1.27504707,-0.242329026,-0.307226333,0.355438702,-1.365312511,-0.721161816,-1.219803162,0.559456487,-0.13221891,-1.140525311,0.160389398,-0.190829866,0.833022594,-0.040181596,0.135219369,0.503601064,-0.240523616,0.590289799,-0.005687316,-0.435914269,0.02223112,0.244600152,5.45,0
88315,-1.374517371,-1.121809141,1.128510723,-0.692524297,-0.396816373,0.227443654,0.81285742,0.239851607,0.45445626,-1.089468555,-0.150850241,-0.288677688,-1.479274281,0.227772952,-0.293078525,0.490696449,-0.837774413,1.271448032,0.279391001,0.676321458,0.475185397,0.690863086,0.471177228,-0.528020009,0.126919192,0.15216029,-0.018296246,0.148451417,321.78,1
88316,-0.320193975,0.97502825,-0.115144267,-0.519303876,-0.078355864,-1.197825656,0.603632355,0.296774995,-0.000484014,-0.604216019,-1.311757648,-0.467338165,-1.365535083,0.716448718,-0.284305261,0.096425451,-0.15575856,-0.531146719,-0.085807125,-0.209127322,-0.225675099,-0.699612909,0.177040985,-0.00260116,-0.509021531,0.144553744,0.107505716,0.032514035,17.99,1
88318,-0.57754117,0.639934,2.043618224,-1.243813313,0.387282983,0.013565941,0.654322558,-0.060170238,0.292233418,-0.981297085,-0.886823176,-0.354684363,-0.297208969,-0.253791772,0.89124463,0.266779067,-0.735327403,-0.002384089,-0.114608296,0.011907805,-0.20703405,-0.486761381,-0.282787523,0.570988363,0.266325693,-0.198007575,-0.133293124,-0.153725978,1.9,1
88319,-2.306419162,-1.572517936,1.928308197,3.581843656,3.439743295,-0.528886427,-1.546839026,0.546778378,-1.133511248,0.895089664,-1.888572853,-0.32857053,0.699418743,-0.319566532,-0.556449612,0.926035277,-0.889165004,0.379950101,-1.180036431,0.66022092,0.480364898,0.628062741,0.229126274,0.263705802,-0.017151613,0.136200946,0.05998057,0.219405392,0,1
88320,1.755387064,-0.976810155,-1.936194628,0.664976482,-0.054637315,-0.493627939,0.331787361,-0.277842925,-1.014494963,1.165084925,0.040546085,0.272939526,-0.552705552,0.716280816,-1.252294844,-1.87794357,-0.226238048,1.421411158,-0.601916935,-0.333168494,-0.177806323,-0.310611749,-0.142655508,-0.510649701,0.280286401,-0.498899731,-0.033031215,-0.039503808,199.94,1
88321,-1.777766152,0.237580485,0.265113513,4.585383226,1.799327286,0.293659145,0.213740233,0.382079697,-2.46226327,1.42012954,-1.433793272,-0.658290159,0.942279798,0.61184056,1.095684367,0.046854508,0.028337921,0.402637501,1.273758216,-0.11558269,0.228314931,1.014029834,1.131168072,0.2799464,0.287390728,0.622633988,0.124150809,-0.07444881,29.47,1
88325,2.244752592,-0.471388347,-1.402860358,-0.93634956,-0.312486115,-1.416438914,-0.058761457,-0.503227438,-0.862927448,0.824833194,-0.333188636,0.06737239,1.288556355,-0.06714174,0.160355797,0.756970906,0.170097489,-1.98449081,0.616391625,0.00984542,0.059591751,0.206290277,0.206783252,-0.054241543,-0.030160477,-0.310065744,-0.035925856,-0.062359468,4.99,1
88325,-0.305005506,0.72818395,-0.376667165,-0.569411107,1.184612683,-0.617745537,0.809921697,-0.010404088,-0.314354817,-0.563844016,1.277867371,0.945683496,0.501835708,-0.967883004,-0.936748346,0.407319521,0.166858577,0.082040036,-0.028686671,-0.006857403,-0.27528127,-0.600661162,0.390807827,0.610855683,-0.401494364,0.090021559,0.132214083,0.040789729,0.89,1
88326,-3.576494826,2.318421508,1.30698533,3.263664922,1.127818409,2.865246137,1.444124649,-0.718921834,1.874045709,7.398490783,2.081145624,-0.064144752,0.577555889,-2.430201412,1.505993274,-1.237940888,-0.390404663,-1.231804259,0.098738456,2.034785586,-1.060151437,0.016867251,-0.132058216,-1.483995784,-0.296010935,0.062822548,0.552411114,0.50976355,76.07,1
88327,-0.638960243,-0.759972869,1.389848452,-1.366081318,1.268624084,5.350756313,-1.357207876,1.570178644,0.323974817,-0.3975003,-1.637813641,0.094325634,-0.191369991,-1.318918062,-2.058668496,-1.617026684,-0.148299843,1.525825203,-1.681159182,-0.477898395,-0.145604428,0.302993386,-0.075193422,0.672147267,-0.113891023,-0.558623164,0.277456655,0.172700484,50,1
88328,0.089137513,0.96182405,-0.329855825,-0.622126444,0.897695929,-0.609290471,0.836418393,0.046663964,-0.268693111,-0.653133627,1.073181884,0.455762826,-0.401492491,-0.752685419,-0.915977163,0.50323542,0.180434625,0.273095599,0.014416804,0.004152213,-0.285335907,-0.723551019,0.099063593,0.652781238,-0.479140879,0.087744799,0.217193369,0.074945677,0.47,1
88332,-2.610745008,1.431271185,1.808901398,0.564359903,-2.586103818,0.926472054,-2.080588895,1.834199975,0.419657281,0.693287984,-2.410841689,0.721374297,0.737984685,-0.889928269,-1.455584474,-1.952584389,1.084389473,1.80434399,0.057533839,-0.054167861,-0.279275132,0.191726631,-0.232984739,0.03990405,0.75802599,-0.13007057,0.513731767,0.219673439,10,1
88333,-0.708054837,-0.056172393,0.36780936,-2.480504243,1.219760597,0.011734718,0.819033333,-0.018313102,-1.689309035,-0.25915756,-0.289879146,0.727484917,1.277819141,-0.159353674,-2.131886508,-0.918629782,-1.068845275,1.153211758,-1.140168521,-0.348311965,-0.509743495,-1.18221972,-0.066753457,-0.160432119,0.167319333,0.214633864,-0.012085731,0.10218478,50.98,1
88338,2.089415189,0.230122933,-2.294771454,0.989798393,1.097836962,-0.610197766,0.700675063,-0.324436402,0.017592685,0.380009591,-1.509861507,-0.570490206,-0.879132077,0.943688862,0.42498874,-0.194101447,-0.610585588,-0.131411696,-0.177112834,-0.264106097,0.074469785,0.221687036,-0.061845292,-0.000531113,0.534948187,-0.470396823,-0.043764737,-0.063122201,21,1
88342,-0.616243095,0.299227713,0.669692524,-1.125119597,0.832880501,1.390736326,0.378739952,0.433580091,0.411648071,-0.747986192,0.97124643,1.28224249,0.096468275,-0.024773529,-0.391676965,-0.853397747,0.121367451,-1.409027652,-0.484735966,-0.323568693,-0.140521921,-0.185682337,0.352333274,-1.447034034,-1.388369439,-0.472936279,0.030192333,0.217836529,40,1
88342,-0.564706811,0.260085604,-0.23772515,-0.719282468,1.535903693,-0.513135976,0.857097652,-0.162389264,-0.081669046,-0.311285037,-1.384478692,0.529463808,1.465035593,-0.249290053,-0.391915055,0.108407847,-0.801780669,-0.608684634,0.260275608,-0.002589007,-0.326696583,-0.612136101,0.555984133,0.047108493,-0.198946969,0.1572523,0.192677679,0.041281023,4.49,1
88343,-4.276844303,-5.156311047,1.682741898,-0.16950069,4.679244145,-3.071572631,-2.993079336,0.534244545,-1.087240351,0.260898213,0.503774974,0.949774165,0.742019199,0.192688602,-0.474872188,-1.607341496,-0.351116194,1.994956208,-0.460692782,1.073579948,0.186189133,-0.617997388,0.774477024,0.712602977,0.877386816,-0.259165211,-0.1473805,0.167456012,71.91,1
88343,1.433806104,-1.121562983,-1.575486303,0.679677394,-0.435923904,-1.051356256,0.544422685,-0.408703863,0.75643067,-0.168801023,-0.796733252,0.234091201,-0.148661382,0.481759985,0.623622989,-0.302605259,-0.351348984,0.005333211,-0.384578964,0.383398403,0.507380004,0.953205139,-0.324723187,0.050992481,0.190010271,-0.050578804,-0.071084513,-0.004062176,323,1
88347,-0.924376445,0.540656287,0.88966216,-2.619720487,-0.295080505,-0.247092761,-0.092615414,0.706830216,0.746579269,-1.445950938,0.288614172,0.763135766,-0.518369293,0.1260773,-1.113308916,0.776955382,-0.936035094,0.667013463,-0.834104419,-0.199078642,0.329757118,0.979462139,-0.187863493,0.827697858,-0.200336632,0.527296765,0.195474519,0.143298242,7.95,1
88349,-0.080855279,0.231301979,0.264249933,0.147237062,1.069579756,-1.290378547,1.014586913,-0.596524728,-0.243445838,-0.148237322,-0.546576943,0.583313305,1.454773612,0.009560049,0.773066733,-0.796066686,-0.414447321,0.114522034,0.676485692,0.31186727,0.453387198,1.509545165,-0.029964294,0.130526116,-0.741565075,-0.142141335,0.082477809,0.043643712,42,1
88349,-1.622787161,-0.754777298,-1.382899391,-0.047356277,2.278904283,-2.721649319,0.524499962,-0.051053541,-0.741049609,-0.698577423,-1.125296017,0.036687011,-0.418201127,1.329613693,-0.194659184,-1.166579693,0.292501809,-0.341955138,0.450326908,0.288284009,0.633661288,1.192483054,-0.412433534,0.103026225,0.034117431,0.394283524,0.040130485,-0.190920183,2.37,1
88350,0.212171863,0.831053032,-1.149251999,-0.853304531,2.219541889,-0.725406048,2.054675768,-1.101105296,0.411868394,0.650547425,0.740888065,-0.869438893,-1.7619026,-1.352739118,-1.063891546,-0.177702475,-0.042414872,0.62822242,0.168499969,0.117002923,-0.052404169,0.574706664,-0.376279511,0.209995083,-0.515527838,0.385690767,-0.758222233,-0.713159608,6.45,1
88350,-1.522135011,-0.010485728,-2.974389974,-0.410100416,0.392872841,-1.978012043,1.728457286,0.096799417,-0.454092429,-0.739108924,-1.364775511,0.174804984,-0.343734547,1.457828081,-0.731414642,-0.70192578,0.059740581,-0.372264426,-0.21657202,-0.407236223,0.541950187,1.715986227,0.632937764,0.081149071,-0.927900499,0.125331943,0.423841976,-0.221697545,154.28,1
88350,-1.026033645,-0.189050454,0.737287312,-1.278281038,-0.530887585,-0.649911918,-0.047962183,0.471122696,-1.114446777,-0.337501838,0.190990327,0.27450704,-0.626430797,0.614867046,-0.717894627,-1.427464585,-0.252341719,2.074376185,-0.673888974,-0.450514922,-0.071626692,-0.081237398,0.032203294,-0.000252225,-0.137278305,-0.70937156,0.048047153,0.026267489,75.2,1
88351,-0.166667132,1.418648425,-0.91899454,0.857326541,1.610482254,-0.042787982,1.38321149,0.004717275,-0.858452328,-0.449739034,0.50719761,-0.294658186,-1.077516591,-0.709766815,-0.704994011,-0.335228408,0.954541593,1.072959527,1.002900263,0.157015714,0.052348229,0.352411423,-0.285421252,0.084996851,0.060606985,-0.395948299,0.436058048,0.268315828,32.92,1
88353,-1.517750995,-0.860336433,-1.951412133,-0.831756089,0.750238951,0.240682812,4.177877389,-1.243302458,-0.529702636,-0.038340761,0.131031597,-0.621156154,-1.162740304,0.463324837,-1.341661414,-0.035192231,-1.251021261,0.230991482,-0.045675392,-0.886962461,-0.005836234,1.308747355,0.421014113,0.199093451,0.336723893,0.475658545,0.064971118,-0.578581186,527,1
88357,2.203096996,-0.270619594,-2.784025803,-1.994825903,0.992360898,-0.847102147,0.578014333,-0.394144881,0.841261123,-0.604295959,0.420982635,1.161890986,0.479857274,0.857057389,0.323076658,-0.64333565,-0.754785153,0.364567786,1.512402087,-0.103260085,0.099375578,0.434874379,-0.146774023,-0.221591812,0.584183971,-0.068945049,-0.066568404,-0.087750804,11.98,1
88359,1.295500581,-1.567121828,0.621108766,2.037513327,-1.587428794,0.855076256,-0.995197703,0.246977624,2.220652196,-0.347739971,-1.816161381,1.392628104,1.138731817,-1.433186449,-1.686568382,-0.199930595,-0.151745318,0.142471226,-0.19443783,0.381973975,0.29475494,0.847344891,-0.162580261,-0.037597115,-0.175922277,-0.501285543,0.088268492,0.033367801,295,1
88359,-0.03196524,1.234862366,1.883573373,4.116187404,0.795871868,1.635853841,0.391018727,0.018741175,-1.756317818,1.527050075,-1.498006627,-0.642736098,1.480328111,-0.467490213,1.222998174,0.375636428,-0.525825782,0.745465631,1.152171533,0.473040532,0.202712001,0.788473453,-0.217617431,0.113128024,-0.352972339,0.429317469,0.02857992,-0.047080635,37.83,1
88361,2.021321852,0.186513447,-1.582416802,0.335443974,0.470251591,-0.640614352,0.151862362,-0.156855847,0.073352723,-0.23793012,1.465334156,1.417693888,0.92559781,-0.831593836,-0.616453367,0.412167646,0.234872582,0.00628487,0.265466185,-0.09000406,-0.289879131,-0.717058015,0.339540201,0.69655514,-0.279777732,0.139388638,-0.059705398,-0.036779294,0.89,1
88361,2.089980288,-0.030079028,-1.807557991,-0.082633562,0.827364997,-0.008820323,0.133328912,-0.135844756,0.238485422,0.140112221,0.407445235,1.180829117,1.109775834,0.432349905,0.092027823,0.162635612,-1.098196805,0.549991759,0.32430462,-0.11442981,0.251355726,0.868596674,-0.093490459,-0.146039198,0.391389663,-0.105773897,-0.02068065,-0.068751868,4.49,1
88362,2.135841935,-0.010384113,-1.480704674,0.163302255,0.446419196,-0.596607684,0.226555325,-0.321907578,0.470369679,0.04711602,-1.510451708,0.59568405,1.18645925,0.025969674,0.012869608,0.153858775,-0.719677124,-0.645835896,0.531485747,-0.130102761,-0.346686296,-0.813602081,0.200272808,-0.977915634,-0.127913638,0.257223633,-0.06598327,-0.068426533,1.98,1
88362,-1.39941373,0.706361439,-0.465649124,1.185959891,0.991069875,-1.169876363,0.903517859,-0.189205501,-0.234603476,0.412744619,-1.26152514,-0.499199888,-1.162730868,0.706513406,-0.111936916,-1.096760915,0.293696132,-0.296961862,0.794450819,-0.340401122,0.05675895,0.512379486,-0.737617687,0.030212116,-0.148957551,-0.43700863,-0.026187183,-0.294289161,31.36,1
88370,-0.42521449,0.560436997,-1.617504477,-1.998793966,3.642876541,2.94443863,0.749490645,0.793028929,-0.54437945,-1.336243219,0.04300758,-0.296880958,-0.554394331,-0.73224047,-0.276621221,0.241592194,0.354561128,-0.309637025,-0.817219009,-0.017855839,-0.104289918,-0.468081051,-0.014933894,0.616053347,-0.332073547,0.331691261,0.08510891,0.183941376,27.9,1
88374,-0.602694302,0.182638542,0.966188045,-2.178185768,-0.317238871,-0.874619213,0.51483373,-0.653828341,-2.485539295,1.738739996,-0.69488544,-1.64650343,0.091885932,-0.381728462,0.636977866,-1.32092216,0.766356687,-0.237181591,1.026240964,-0.144697989,-0.375766396,-0.475340381,-0.362272837,-0.119273012,0.369662461,-0.121349737,-0.986562272,-0.671243742,9,1
88377,1.415135233,-0.496525166,0.049397269,3.743652008,0.351325078,2.689612521,-0.751297965,0.762348392,-0.204957094,1.171234463,0.178706187,0.979491756,0.218552509,-0.342331642,-1.501941998,0.3674395,-0.225360304,-1.178697674,-1.844269951,-0.040701352,-0.057084301,-0.215048923,0.249083479,-1.683296746,-0.681953109,-0.208370595,0.04956836,-0.025534855,156.92,1
88380,2.051390312,-0.175216381,-2.170779557,0.311364913,0.697843293,0.065587947,-0.128996718,0.086611737,0.797881385,-0.268640482,-0.053475344,-0.271576018,-1.616455654,-0.740012659,-0.918360607,0.36381712,0.462002021,0.902973225,0.516625206,-0.221256189,0.039264729,0.289673546,-0.085311947,-0.264771202,0.243303632,0.736934335,-0.071387297,-0.059416278,11.5,1
88381,-0.241094802,0.552087045,-2.255214984,-0.999274345,2.136225928,-1.534017525,1.942100719,-0.8004825,-0.179601041,-0.047092838,-1.756750369,0.364538517,1.306458782,0.302324157,-0.85269602,-0.824427383,-0.824953029,-0.28379402,0.298265359,-0.265642892,0.404689677,1.749153832,0.127342353,-0.877918621,-0.90396268,0.086008258,-0.422038242,-0.129478377,18.9,1
88382,-0.258634936,0.743761983,0.399360874,1.982445465,3.068914712,4.878365541,-0.170107513,1.028601434,-1.048889607,1.162545475,-0.765227887,-0.670915521,-0.198903324,-0.32404453,-0.382478449,0.753415202,-1.028102649,0.119252654,-1.508826632,-0.037061997,0.308699412,0.983978742,-0.047575477,0.691089357,-0.908434482,-0.006027627,-0.038989427,0.028394363,0,1
88382,1.952659847,-0.817174775,-2.618425409,-2.074160476,0.196349503,-1.415582789,0.576827516,-0.352314909,1.655213744,-1.015182753,0.918700878,0.698013465,-1.899592306,1.274279907,0.182966662,-1.549995067,0.078562692,0.281734798,1.453354958,-0.124839493,0.251610011,0.718305016,-0.174138351,0.734523543,0.617770781,-0.623618562,-0.043138994,-0.064645298,100,1
88385,1.924916871,0.322015238,-1.656104988,1.37382038,0.473888744,-1.597809087,1.004380341,-0.644490672,-0.428844703,0.294013877,-0.065350267,1.169031188,1.405529389,0.53825169,0.030137919,-0.659787497,-0.320802938,-0.830627271,-0.640409595,-0.089834357,0.206764759,0.667956126,-0.024567547,0.44657768,0.436522205,-0.518195687,-0.028559535,-0.046504142,60.97,1
88386,-0.080322197,1.401696807,-1.064465993,3.342818312,2.825330605,4.641892342,-0.03713176,1.109452388,-2.199712727,1.859791139,-0.238586324,-0.785875921,0.049486649,0.681578864,1.403554291,-0.162026323,0.00287042,0.107455686,0.759367559,0.102994532,0.271281849,0.712266196,-0.085644241,0.714934162,0.044497318,0.556828005,-0.531047303,-0.354496342,30.19,1
88387,0.127756502,0.993316321,-0.495629832,-0.726456394,1.11994206,-0.353672267,0.86590878,0.049133094,-0.301955825,-0.665886881,0.77193154,0.529846723,0.06819148,-0.857195993,-0.929939319,0.605400275,0.007330917,0.358731281,0.167099224,0.040194088,-0.308830409,-0.766167267,0.041493848,0.250224619,-0.41104276,0.111993707,0.219619882,0.071357834,0.89,1
88389,2.062564653,-0.113800312,-1.079069879,0.426818208,-0.229405432,-1.241216657,0.121577002,-0.283253522,0.679958083,0.100613208,-0.889646232,-0.046501349,-0.855279289,0.458389062,0.139934344,-0.064861779,-0.232415433,-0.760129372,0.149218312,-0.285130678,-0.299719441,-0.772174932,0.353041343,0.021145177,-0.330326371,0.198543552,-0.076567994,-0.061957469,0.99,1
88389,-3.708226574,3.670772673,-3.267675082,-1.057623423,-0.531655538,0.465471136,-1.26199389,2.688370671,0.276475663,1.064741054,0.371954359,2.116537249,1.240787129,1.607783753,0.373041267,-0.50477434,0.658013438,-0.522961013,-0.776598457,0.430534782,0.440956157,1.537194929,0.23330539,-1.604589674,-0.390139447,-0.089147885,0.482076014,0.182496832,1.79,1
88390,1.062980061,-2.043922892,-0.970064462,0.540422303,-1.11757517,-0.1857595,0.016215657,-0.167423575,1.445664374,-0.454708147,-1.211495349,0.529386357,0.546479068,-0.180692317,0.611355158,0.204357169,-0.546854141,0.226951927,-0.204478341,0.817533564,0.45993437,0.489258248,-0.343726747,-0.34218847,-0.302172904,0.100026796,-0.072224083,0.039732176,500,1
88390,-0.2440805,1.210367264,-0.411615037,-0.254695468,0.851979688,-1.3119533,1.117394245,-0.317353131,-0.05533082,-0.778271638,-0.630495934,-0.327415437,0.055912803,-0.970453294,0.702126891,0.033530105,0.470054416,0.797476397,-0.07163247,0.043233308,0.28628831,1.05425618,-0.220418928,-0.17756509,-0.396917256,-0.147939307,0.346248763,0.308400569,10,1
88390,1.759646307,-0.338502747,-1.91998043,0.450386285,0.2542131,-0.756204044,0.317234878,-0.272970816,0.876547076,-0.935445072,-0.462928541,0.689434783,0.774199204,-1.604368231,-0.154447505,0.018326221,0.969487632,0.01062885,0.128602385,0.198182502,-0.162246007,-0.526860005,0.069436826,0.576548747,-0.053948434,-0.135791743,-0.033627744,0.011745347,155.02,1
88393,-0.926338612,0.749148097,-0.214589596,-0.316095383,0.211586969,-1.500396134,0.61107521,0.285920047,0.122346569,-1.693527739,-0.342836591,0.376384899,-0.07404338,-1.278424019,-0.537221936,-0.040467456,1.350482003,-0.050973353,-0.36500869,0.130578003,-0.123985202,-0.421286353,0.03259687,0.277156013,0.237508397,-0.090925276,0.102734037,-0.054411522,60,1
88394,-2.117370708,1.466469909,0.928210117,-1.666907233,1.615486171,-1.502509794,2.978111634,-2.364176962,3.59536714,4.688270119,0.383479144,-1.278725852,-1.868103067,-2.233715946,0.313742954,-1.66312517,-1.163346185,-1.082767427,-0.331580276,1.587953351,-0.974642341,-0.037410682,-0.453731154,0.351925322,0.028570137,-0.38328519,-0.383632361,-1.178967936,0,1
88394,2.01332802,-0.346846453,-0.290460639,0.130323729,-0.814255215,-0.895469927,-0.512817011,-0.094866852,1.298585791,-0.157248219,-0.736890528,0.270763505,-0.2052021,0.087272993,1.051300255,0.376052806,-0.596686289,-0.117706074,-0.089629479,-0.237100033,-0.147814427,-0.321897925,0.392960438,0.009615206,-0.529407449,-0.269531588,0.006523156,-0.036595228,1.9,1
88396,2.153522792,-0.98802166,-0.537563911,-0.888028095,-1.002631851,-0.363525103,-1.015010621,0.064480049,0.037168103,0.843179481,0.421978631,-0.074627317,-0.70279726,-0.191622469,-1.062435942,1.238379885,0.058888875,-1.171320857,1.330484655,-0.100611769,-0.196042548,-0.531088567,0.392265768,-0.392883592,-0.490234481,-0.568767955,0.001674302,-0.059752808,1,1
88396,1.749325844,-0.392479678,-1.968671423,0.645189059,-0.032360666,-1.408573049,0.415721571,-0.367782742,0.746664602,-0.51617832,-0.664463009,-0.556876574,-1.036583871,-0.483714936,1.048602909,0.318221301,0.410028017,0.714922807,-0.422107776,0.063292028,0.272968974,0.538432721,-0.170481155,-0.195450042,0.175792799,-0.108194246,-0.040722826,-0.006327561,167.83,1
88400,0.235040055,1.375053732,0.043559682,4.079704989,1.202898101,1.026823643,1.406361558,-0.544793636,-1.480806363,2.530205357,-1.599745906,-1.51878703,-0.110511635,0.032815529,0.999317332,-0.117407006,-0.50685456,0.529567992,1.150831038,0.331878594,0.217466044,1.133600708,-0.075267318,0.097575146,-1.201085478,0.316594102,-0.016364763,-0.084164457,90.04,1
88405,2.020144923,0.145306454,-1.59432533,0.341124803,0.420667558,-0.65358391,0.114998702,-0.125646642,0.156761589,-0.221927972,1.371344694,1.124575015,0.374495477,-0.721812887,-0.555929849,0.43807484,0.266380924,0.073989208,0.269059727,-0.124503456,-0.295973919,-0.762408992,0.345803353,0.681485009,-0.298573862,0.141192999,-0.063384133,-0.037893391,1.29,1
88406,2.086367465,0.034907104,-1.51223806,0.21055513,0.382526706,-0.773929325,0.231363887,-0.316840207,0.483157889,-0.021110282,-0.655355393,0.613835663,0.820620236,0.328235478,0.763086555,-0.243704849,-0.558652706,-0.163537829,-0.247707097,-0.172785337,0.244470658,0.87770735,0.018575252,0.658510928,0.313670442,-0.134057555,-0.016763279,-0.052042126,0.89,1
88406,2.217661883,-0.59758434,-2.447507518,-0.802657394,0.031763842,-1.879968316,0.48363295,-0.66045716,-0.932223475,0.942851265,-0.807158821,-1.105452088,-0.960063643,0.623441779,-0.397833752,0.040474243,0.661970273,-1.745093996,0.671108917,-0.063328555,0.495810926,1.409076615,-0.244006495,0.069231048,0.707715154,0.302192206,-0.104571727,-0.089062893,48,1
88409,-1.076079608,0.346950031,0.541449971,-3.162168747,-0.23401949,0.392779548,-0.37308816,0.794835807,2.100493486,-2.079119252,-0.535432874,0.62422602,-0.748141551,0.235994415,1.71412343,-1.669747382,0.771386414,-0.714510618,-0.469392773,-0.277641659,0.4687036,1.62228052,-0.207395166,-1.001710175,-0.22531342,-0.614801888,0.129215156,0.162825674,3.04,1
88409,1.719639297,-0.900221739,-0.599779214,0.222741692,-0.706258247,-0.191251986,-0.4982358,0.021049346,0.817622159,0.162908152,0.562064165,0.834556161,0.239902419,0.114021649,0.214869647,0.85751226,-1.031639401,0.701830401,0.01202052,0.133542398,0.29077758,0.627577425,0.005525358,-0.344608731,-0.379917172,0.641021138,-0.066518982,-0.037528197,150,1
88410,-2.013399545,-0.484549736,-0.45901972,-0.261208177,0.639027369,-0.799399715,-0.056446341,-2.744212691,1.012254391,0.636694252,0.284090612,-0.927778924,-3.737132087,0.684287752,-0.870813831,0.173106414,-0.367107098,0.081589393,0.392526296,-1.915003321,1.77813587,-1.079698533,1.251592465,-0.028079978,-0.64548356,0.155028537,-0.123971161,-0.106288199,26.61,1
88412,-3.944620694,-3.295088739,0.776831708,-0.860072687,1.133790635,-0.995787666,0.138878727,0.014216803,1.271732908,0.418212533,0.559546321,-0.957282345,-2.424642804,-0.043525957,0.381401648,1.12120862,-1.102937842,0.843121096,-0.038036987,-0.711087548,-0.356134518,0.638962011,1.787320153,0.783162038,0.346310131,1.307732471,0.793594647,0.084064502,213.1,1
88414,1.89787612,0.269234308,-2.212360838,2.601968896,2.899109329,4.057095917,-0.341918645,0.897077053,-1.248420528,1.553635253,-0.344961217,-0.368749221,-0.117355535,0.589527023,0.140210945,0.873878832,-1.024037023,-0.297631063,-1.895784845,-0.175504886,0.251322555,0.577792261,0.085690749,0.692001185,0.14166588,0.158020031,-0.026987106,-0.054327019,22.5,1
88414,2.034643432,-0.116075482,-1.182309194,0.215315536,0.10723895,-0.616086308,0.060238422,-0.141522518,0.301137287,0.234042383,0.716164893,1.044950795,0.044455003,0.455556035,-0.590374737,0.127832538,-0.602538227,-0.357529232,0.487653002,-0.209241774,-0.253456747,-0.62228099,0.294194021,-0.395229935,-0.29913972,0.203986919,-0.071637266,-0.074068898,1.29,1
88415,2.008293102,-0.00630301,-3.302973433,0.128603237,3.072178194,3.039174205,0.204950745,0.575428986,-0.307215889,0.380971315,0.005014808,0.167846551,-0.295569839,1.018730661,0.60584952,-0.481027657,-0.522889351,-0.536649257,-0.51648198,-0.157810016,0.134228383,0.326000957,0.003659556,0.702041614,0.500710833,-0.466164075,-0.01776522,-0.065582188,29.99,1
88419,-1.636862666,3.8046309,-2.026209856,4.392189151,0.648757453,0.146951096,0.022905305,-0.241234923,-0.402222231,2.925166384,-0.789599327,-1.12452408,-0.088252051,-2.742436057,0.800021018,0.739958173,2.283158422,0.917867597,0.724082315,0.965057422,0.090039596,-1.453413776,0.330171604,-1.065094027,-0.274047962,0.081913467,0.498155824,-0.061666426,0.91,1
88419,1.988735878,-1.37189486,-2.079140764,-2.540092093,-0.827741163,-1.98770148,0.209584802,-0.628735006,0.791462339,-0.428518828,-0.7140695,0.476672982,0.026314301,0.563881922,1.008743076,-2.87185826,0.248544596,1.209244349,0.280120685,-0.356187608,-0.15608268,-0.020597189,-0.073093474,0.049898273,0.302491452,-0.716714587,0.008203706,-0.033187017,149.98,1
88420,1.766482759,-1.669679799,-0.280903145,-0.842855267,-1.401610342,0.07340825,-1.166812448,0.063937687,0.032636138,0.753393887,0.612063521,0.573572957,1.208233199,-0.661207397,-0.295644063,1.802699517,-0.469301538,-0.453357185,0.77221222,0.433379555,0.369378934,0.726309741,0.031704312,-0.450619674,-0.457673963,-0.269207571,0.004446754,-0.015885932,195,1
88424,1.834761322,-0.767412359,-0.565677434,0.178091047,-0.641819242,-0.159577269,-0.559003158,-0.005097778,1.479028835,-0.264567198,-1.049467108,0.485683124,0.338381389,-0.252401409,0.549433284,0.159888468,-0.529414314,0.190898946,-0.099585268,0.023509632,0.223316455,0.66309943,0.07457016,0.714319305,-0.163252799,0.086041725,-0.005159374,-0.019657331,100,1
88426,-0.179410617,0.577745984,-0.009754821,-1.017659003,1.352777999,-1.215277389,1.792846453,-0.737543718,-0.119561042,-0.058315676,0.7405291,-0.13708742,-1.718393577,0.567294879,-1.087242109,-0.916976555,-0.46008683,-0.015384048,0.374463029,-0.169980506,0.183894442,0.925523776,-0.461763535,0.060029548,-0.10468062,0.096347231,-0.334455604,-0.310909466,11.98,1
88426,-0.476223767,1.478045878,-0.650026146,-0.399503653,1.547381588,-0.724717436,1.379966776,-0.342185187,0.154442353,-1.170264837,-0.322870485,-0.116691406,0.626833331,-3.2445449,-0.788349633,0.142503219,1.766727466,0.60666298,-0.438690914,0.352324779,-0.047329053,0.506393516,-0.391692361,0.485939074,0.057088921,0.627420137,0.324834775,0.129156902,12.31,1
88428,2.068523593,-0.076218962,-2.238067972,-0.125447994,0.572993124,-1.142837474,0.573243294,-0.299116997,0.160871928,0.222090418,0.82653009,0.096475819,-1.714215537,1.310080322,-0.116560041,-0.358358614,-0.424174805,0.162210756,0.398197118,-0.274495607,0.187245566,0.506705726,-0.008220393,0.780764278,0.36526767,0.188168176,-0.107528252,-0.082380224,18,1
88431,1.945671907,0.666497853,-1.753043084,3.402496765,1.336072222,0.122577182,0.676381234,-0.109371097,-1.67283134,1.759906241,0.120882909,-0.220066759,-0.721589835,1.010020104,-1.213430067,0.91666781,-1.139497395,0.11764586,-1.04366137,-0.249262776,0.114422777,0.167455448,0.012359225,0.243542462,0.299285144,0.048430147,-0.098371255,-0.069106555,26.44,1
